yearcode,region,regionname,tenure4,tenurename,poverty,povertyname,ten4s
2011,4,North/Wales,1,Owner occupier,1,Poor,33.2483020913947
2010,4,North/Wales,1,Owner occupier,1,Poor,34.34867454561
2009,4,North/Wales,1,Owner occupier,1,Poor,36.8205217751693
2008,4,North/Wales,1,Owner occupier,1,Poor,39.4808750412068
2007,4,North/Wales,1,Owner occupier,1,Poor,40.4087100261655
2006,4,North/Wales,1,Owner occupier,1,Poor,40.1652399830616
2005,4,North/Wales,1,Owner occupier,1,Poor,39.928642696597
2004,4,North/Wales,1,Owner occupier,1,Poor,39.4669986402754
2003,4,North/Wales,1,Owner occupier,1,Poor,39.2681990015455
2002,4,North/Wales,1,Owner occupier,1,Poor,38.9077969860801
2001,4,North/Wales,1,Owner occupier,1,Poor,38.2649976570688
2000,4,North/Wales,1,Owner occupier,1,Poor,39.0085720116375
1999,4,North/Wales,1,Owner occupier,1,Poor,39.917316258376
1998,4,North/Wales,1,Owner occupier,1,Poor,39.1380447378063
1997,4,North/Wales,1,Owner occupier,1,Poor,37.2110334106684
1996,4,North/Wales,1,Owner occupier,1,Poor,36.2122125663309
1995,4,North/Wales,1,Owner occupier,1,Poor,36.5153372002751
1994,4,North/Wales,1,Owner occupier,1,Poor,36.7105041994884
2018,4,North/Wales,2,Social rent,1,Poor,27.8541070883686
2017,4,North/Wales,2,Social rent,1,Poor,28.5744294060849
2016,4,North/Wales,2,Social rent,1,Poor,28.9223474232924
2015,4,North/Wales,2,Social rent,1,Poor,28.7543526518046
2014,4,North/Wales,2,Social rent,1,Poor,29.3660370466304
2013,4,North/Wales,2,Social rent,1,Poor,30.0554341683882
2012,4,North/Wales,2,Social rent,1,Poor,30.2264321534096
2011,4,North/Wales,2,Social rent,1,Poor,29.6520914501217
2010,4,North/Wales,2,Social rent,1,Poor,28.5046880732137
2009,4,North/Wales,2,Social rent,1,Poor,27.7916320865856
2008,4,North/Wales,2,Social rent,1,Poor,28.5300365509679
2007,4,North/Wales,2,Social rent,1,Poor,29.4602806381718
2006,4,North/Wales,2,Social rent,1,Poor,29.3061744347339
2005,4,North/Wales,2,Social rent,1,Poor,30.4588257054526
2004,4,North/Wales,2,Social rent,1,Poor,33.3369845499918
2003,4,North/Wales,2,Social rent,1,Poor,35.3270973666584
2002,4,North/Wales,2,Social rent,1,Poor,37.1579803833522
2001,4,North/Wales,2,Social rent,1,Poor,38.8659505124196
2000,4,North/Wales,2,Social rent,1,Poor,38.3616922230478
1999,4,North/Wales,2,Social rent,1,Poor,37.3888202616156
1998,4,North/Wales,2,Social rent,1,Poor,38.7334607502684
1997,4,North/Wales,2,Social rent,1,Poor,40.7128641844299
1996,4,North/Wales,2,Social rent,1,Poor,40.8650400500968
1995,4,North/Wales,2,Social rent,1,Poor,40.2793869460032
1994,4,North/Wales,2,Social rent,1,Poor,40.1664763890936
2018,4,North/Wales,3,Private rent,1,Poor,27.1795044977089
2017,4,North/Wales,3,Private rent,1,Poor,26.6280055779767
2016,4,North/Wales,3,Private rent,1,Poor,25.8585931132433
2015,4,North/Wales,3,Private rent,1,Poor,25.3074287740986
2014,4,North/Wales,3,Private rent,1,Poor,25.1421002439868
2013,4,North/Wales,3,Private rent,1,Poor,24.7511615096281
2012,4,North/Wales,3,Private rent,1,Poor,23.4397259053245
2011,4,North/Wales,3,Private rent,1,Poor,23.5334942388831
2010,4,North/Wales,3,Private rent,1,Poor,24.5582728740978
2009,4,North/Wales,3,Private rent,1,Poor,23.4154717572366
2008,4,North/Wales,3,Private rent,1,Poor,20.5851366899073
2007,4,North/Wales,3,Private rent,1,Poor,18.8332727869154
2006,4,North/Wales,3,Private rent,1,Poor,18.337587378051
2005,4,North/Wales,3,Private rent,1,Poor,16.8634079602497
2004,4,North/Wales,3,Private rent,1,Poor,15.2235029930834
2003,4,North/Wales,3,Private rent,1,Poor,14.8771897273575
2002,4,North/Wales,3,Private rent,1,Poor,14.8629984040127
2001,4,North/Wales,3,Private rent,1,Poor,14.5356531430766
2000,4,North/Wales,3,Private rent,1,Poor,14.2329052302082
1999,4,North/Wales,3,Private rent,1,Poor,13.944434200728
1998,4,North/Wales,3,Private rent,1,Poor,13.4475288181727
1997,4,North/Wales,3,Private rent,1,Poor,13.5424922318788
1996,4,North/Wales,3,Private rent,1,Poor,14.1063695968421
1995,4,North/Wales,3,Private rent,1,Poor,14.1584721688787
1994,4,North/Wales,3,Private rent,1,Poor,14.012021162247
2018,4,North/Wales,4,Care of/rent free,1,Poor,11.3149028390886
2017,4,North/Wales,4,Care of/rent free,1,Poor,11.1581560217209
2016,4,North/Wales,4,Care of/rent free,1,Poor,11.279301636136
2015,4,North/Wales,4,Care of/rent free,1,Poor,11.8937680992444
2014,4,North/Wales,4,Care of/rent free,1,Poor,12.3717890862163
2013,4,North/Wales,4,Care of/rent free,1,Poor,13.1158665102568
2012,4,North/Wales,4,Care of/rent free,1,Poor,13.9586253928733
2011,4,North/Wales,4,Care of/rent free,1,Poor,13.5661122196005
2010,4,North/Wales,4,Care of/rent free,1,Poor,12.5883645070785
2009,4,North/Wales,4,Care of/rent free,1,Poor,11.9723743810085
2008,4,North/Wales,4,Care of/rent free,1,Poor,11.403951717918
2007,4,North/Wales,4,Care of/rent free,1,Poor,11.2977365487474
2006,4,North/Wales,4,Care of/rent free,1,Poor,12.1909982041535
2005,4,North/Wales,4,Care of/rent free,1,Poor,12.7491236377008
2004,4,North/Wales,4,Care of/rent free,1,Poor,11.9725138166494
2003,4,North/Wales,4,Care of/rent free,1,Poor,10.5275139044386
2002,4,North/Wales,4,Care of/rent free,1,Poor,9.07122422655508
2001,4,North/Wales,4,Care of/rent free,1,Poor,8.33339868743508
2000,4,North/Wales,4,Care of/rent free,1,Poor,8.39683053510654
1999,4,North/Wales,4,Care of/rent free,1,Poor,8.74942927928039
1998,4,North/Wales,4,Care of/rent free,1,Poor,8.6809656937527
1997,4,North/Wales,4,Care of/rent free,1,Poor,8.53361017302302
1996,4,North/Wales,4,Care of/rent free,1,Poor,8.8163777867302
1995,4,North/Wales,4,Care of/rent free,1,Poor,9.04680368484302
1994,4,North/Wales,4,Care of/rent free,1,Poor,9.11099824917097
2018,5,Scotland,1,Owner occupier,1,Poor,34.1302849193512
2017,5,Scotland,1,Owner occupier,1,Poor,32.881744666735
2016,5,Scotland,1,Owner occupier,1,Poor,29.9221404500446
2015,5,Scotland,1,Owner occupier,1,Poor,27.6488013269807
2014,5,Scotland,1,Owner occupier,1,Poor,27.6641570425984
2013,5,Scotland,1,Owner occupier,1,Poor,28.7225826663225
2012,5,Scotland,1,Owner occupier,1,Poor,29.2325096416308
2011,5,Scotland,1,Owner occupier,1,Poor,29.9576674202678
2010,5,Scotland,1,Owner occupier,1,Poor,31.1048495332836
2009,5,Scotland,1,Owner occupier,1,Poor,31.7821311209088
2008,5,Scotland,1,Owner occupier,1,Poor,33.1359749786331
2007,5,Scotland,1,Owner occupier,1,Poor,34.8143048560213
2006,5,Scotland,1,Owner occupier,1,Poor,35.0006397413939
2005,5,Scotland,1,Owner occupier,1,Poor,34.1837225391433
2004,5,Scotland,1,Owner occupier,1,Poor,32.5542865353083
2003,5,Scotland,1,Owner occupier,1,Poor,31.3651381603384
2002,5,Scotland,1,Owner occupier,1,Poor,32.1937221185756
2001,5,Scotland,1,Owner occupier,1,Poor,32.4502555845317
2000,5,Scotland,1,Owner occupier,1,Poor,30.0789768655142
1999,5,Scotland,1,Owner occupier,1,Poor,27.1485272630588
1998,5,Scotland,1,Owner occupier,1,Poor,26.2826361793394
1997,5,Scotland,1,Owner occupier,1,Poor,26.5992609543474
1996,5,Scotland,1,Owner occupier,1,Poor,27.3948508447976
1995,5,Scotland,1,Owner occupier,1,Poor,28.7043231585222
1994,5,Scotland,1,Owner occupier,1,Poor,29.2571466527653
2018,5,Scotland,2,Social rent,1,Poor,34.0124382262242
2017,5,Scotland,2,Social rent,1,Poor,35.7450387730005
2016,5,Scotland,2,Social rent,1,Poor,37.1240902079409
2015,5,Scotland,2,Social rent,1,Poor,36.0820681942014
2014,5,Scotland,2,Social rent,1,Poor,35.9904684702715
2013,5,Scotland,2,Social rent,1,Poor,34.531200441307
2012,5,Scotland,2,Social rent,1,Poor,32.150506221645
2011,5,Scotland,2,Social rent,1,Poor,33.4608800741321
2010,5,Scotland,2,Social rent,1,Poor,35.0192077123623
2009,5,Scotland,2,Social rent,1,Poor,35.3655121316907
2008,5,Scotland,2,Social rent,1,Poor,35.8045669317035
2007,5,Scotland,2,Social rent,1,Poor,36.7594512905873
2006,5,Scotland,2,Social rent,1,Poor,38.2488292273143
2005,5,Scotland,2,Social rent,1,Poor,39.4222432101552
2004,5,Scotland,2,Social rent,1,Poor,42.9747069308033
2003,5,Scotland,2,Social rent,1,Poor,46.6164907935885
2002,5,Scotland,2,Social rent,1,Poor,47.639495413979
2001,5,Scotland,2,Social rent,1,Poor,48.8800108458284
2000,5,Scotland,2,Social rent,1,Poor,51.4459868186835
1999,5,Scotland,2,Social rent,1,Poor,54.2746472888146
1998,5,Scotland,2,Social rent,1,Poor,55.8808333291097
1997,5,Scotland,2,Social rent,1,Poor,56.978664702191
1996,5,Scotland,2,Social rent,1,Poor,56.6248429043114
1995,5,Scotland,2,Social rent,1,Poor,54.7739121770008
1994,5,Scotland,2,Social rent,1,Poor,53.960733282522
2018,5,Scotland,3,Private rent,1,Poor,21.7600412686178
2017,5,Scotland,3,Private rent,1,Poor,21.5092258390978
2016,5,Scotland,3,Private rent,1,Poor,22.4401307812477
2015,5,Scotland,3,Private rent,1,Poor,24.9601920519899
2014,5,Scotland,3,Private rent,1,Poor,25.5228998218018
2013,5,Scotland,3,Private rent,1,Poor,25.7744787508442
2012,5,Scotland,3,Private rent,1,Poor,26.9150643802734
2011,5,Scotland,3,Private rent,1,Poor,25.2044158178383
2010,5,Scotland,3,Private rent,1,Poor,22.701467473592
2009,5,Scotland,3,Private rent,1,Poor,20.9073989844944
2008,5,Scotland,3,Private rent,1,Poor,18.5640144833914
2007,5,Scotland,3,Private rent,1,Poor,16.4749823283356
2006,5,Scotland,3,Private rent,1,Poor,15.8800462517528
2005,5,Scotland,3,Private rent,1,Poor,15.5981342325809
2004,5,Scotland,3,Private rent,1,Poor,13.3368435620061
2003,5,Scotland,3,Private rent,1,Poor,10.9282049465119
2002,5,Scotland,3,Private rent,1,Poor,9.61805815690391
2001,5,Scotland,3,Private rent,1,Poor,9.20235454838782
2000,5,Scotland,3,Private rent,1,Poor,9.11824556593994
1999,5,Scotland,3,Private rent,1,Poor,8.87711989590676
1998,5,Scotland,3,Private rent,1,Poor,8.85375422958841
1997,5,Scotland,3,Private rent,1,Poor,8.08982333405627
1996,5,Scotland,3,Private rent,1,Poor,7.56283964894541
1995,5,Scotland,3,Private rent,1,Poor,7.7662618529013
1994,5,Scotland,3,Private rent,1,Poor,7.79841518638649
2018,5,Scotland,4,Care of/rent free,1,Poor,10.0972355858068
2017,5,Scotland,4,Care of/rent free,1,Poor,9.86399072116667
2016,5,Scotland,4,Care of/rent free,1,Poor,10.5136385607667
2015,5,Scotland,4,Care of/rent free,1,Poor,11.308938426828
2014,5,Scotland,4,Care of/rent free,1,Poor,10.8224746653283
2013,5,Scotland,4,Care of/rent free,1,Poor,10.9717381415263
2012,5,Scotland,4,Care of/rent free,1,Poor,11.7019197564508
2011,5,Scotland,4,Care of/rent free,1,Poor,11.3770366877618
2010,5,Scotland,4,Care of/rent free,1,Poor,11.1744752807621
2009,5,Scotland,4,Care of/rent free,1,Poor,11.9449577629062
2008,5,Scotland,4,Care of/rent free,1,Poor,12.495443606272
2007,5,Scotland,4,Care of/rent free,1,Poor,11.9512615250558
2006,5,Scotland,4,Care of/rent free,1,Poor,10.870484779539
2005,5,Scotland,4,Care of/rent free,1,Poor,10.7959000181206
2004,5,Scotland,4,Care of/rent free,1,Poor,11.1341629718824
2003,5,Scotland,4,Care of/rent free,1,Poor,11.0901660995612
2002,5,Scotland,4,Care of/rent free,1,Poor,10.5487243105415
2001,5,Scotland,4,Care of/rent free,1,Poor,9.46737902125215
2000,5,Scotland,4,Care of/rent free,1,Poor,9.35679074986235
1999,5,Scotland,4,Care of/rent free,1,Poor,9.69970555221983
1998,5,Scotland,4,Care of/rent free,1,Poor,8.98277626196245
1997,5,Scotland,4,Care of/rent free,1,Poor,8.33225100940538
1996,5,Scotland,4,Care of/rent free,1,Poor,8.41746660194567
1995,5,Scotland,4,Care of/rent free,1,Poor,8.7555028115757
1994,5,Scotland,4,Care of/rent free,1,Poor,8.98370487832615
2018,6,Northern Ireland,1,Owner occupier,1,Poor,37.7761438827099
2017,6,Northern Ireland,1,Owner occupier,1,Poor,37.3548285830695
2016,6,Northern Ireland,1,Owner occupier,1,Poor,38.448364475688
2015,6,Northern Ireland,1,Owner occupier,1,Poor,39.4262558531184
2014,6,Northern Ireland,1,Owner occupier,1,Poor,38.6921914354546
2013,6,Northern Ireland,1,Owner occupier,1,Poor,39.136209759842
2012,6,Northern Ireland,1,Owner occupier,1,Poor,39.9884998548567
2011,6,Northern Ireland,1,Owner occupier,1,Poor,40.8581639580988
2010,6,Northern Ireland,1,Owner occupier,1,Poor,41.6472945644146
2009,6,Northern Ireland,1,Owner occupier,1,Poor,43.618001337599
2008,6,Northern Ireland,1,Owner occupier,1,Poor,47.1356707940811
2007,6,Northern Ireland,1,Owner occupier,1,Poor,49.1841686664836
2006,6,Northern Ireland,1,Owner occupier,1,Poor,49.7968902109366
2005,6,Northern Ireland,1,Owner occupier,1,Poor,49.4111804722821
2004,6,Northern Ireland,1,Owner occupier,1,Poor,47.0311885124174
2003,6,Northern Ireland,1,Owner occupier,1,Poor,45.308924049493
2002,6,Northern Ireland,1,Owner occupier,1,Poor,45.339121781565
2018,6,Northern Ireland,2,Social rent,1,Poor,23.3281528297583
2017,6,Northern Ireland,2,Social rent,1,Poor,23.3494146459859
2016,6,Northern Ireland,2,Social rent,1,Poor,21.3000328234206
2015,6,Northern Ireland,2,Social rent,1,Poor,20.1556407751703
2014,6,Northern Ireland,2,Social rent,1,Poor,21.2116338979596
2013,6,Northern Ireland,2,Social rent,1,Poor,20.8151179975843
2012,6,Northern Ireland,2,Social rent,1,Poor,19.6785345258142
2011,6,Northern Ireland,2,Social rent,1,Poor,19.1950276571539
2010,6,Northern Ireland,2,Social rent,1,Poor,21.2481225582469
2009,6,Northern Ireland,2,Social rent,1,Poor,23.2236349408905
2008,6,Northern Ireland,2,Social rent,1,Poor,21.9051992875282
2007,6,Northern Ireland,2,Social rent,1,Poor,20.2550134183284
2006,6,Northern Ireland,2,Social rent,1,Poor,21.1833324140481
2005,6,Northern Ireland,2,Social rent,1,Poor,23.0762102685937
2004,6,Northern Ireland,2,Social rent,1,Poor,24.4053268460677
2003,6,Northern Ireland,2,Social rent,1,Poor,25.5231790538111
2002,6,Northern Ireland,2,Social rent,1,Poor,25.9939599791073
2018,6,Northern Ireland,3,Private rent,1,Poor,22.594852313821
2017,6,Northern Ireland,3,Private rent,1,Poor,24.1497503925954
2016,6,Northern Ireland,3,Private rent,1,Poor,27.2610866122256
2015,6,Northern Ireland,3,Private rent,1,Poor,27.9812135522749
2014,6,Northern Ireland,3,Private rent,1,Poor,26.428974324189
2013,6,Northern Ireland,3,Private rent,1,Poor,25.6905284129871
2012,6,Northern Ireland,3,Private rent,1,Poor,25.8861328408676
2011,6,Northern Ireland,3,Private rent,1,Poor,24.9694551339769
2010,6,Northern Ireland,3,Private rent,1,Poor,22.0590725167496
2009,6,Northern Ireland,3,Private rent,1,Poor,19.5273617561804
2008,6,Northern Ireland,3,Private rent,1,Poor,17.9837072313472
2007,6,Northern Ireland,3,Private rent,1,Poor,16.4760992942903
2006,6,Northern Ireland,3,Private rent,1,Poor,14.4424141510165
2005,6,Northern Ireland,3,Private rent,1,Poor,12.9015173988683
2004,6,Northern Ireland,3,Private rent,1,Poor,13.4588696795316
2003,6,Northern Ireland,3,Private rent,1,Poor,13.9478708508168
2002,6,Northern Ireland,3,Private rent,1,Poor,13.6522265583052
2018,6,Northern Ireland,4,Care of/rent free,1,Poor,16.3008509737108
2017,6,Northern Ireland,4,Care of/rent free,1,Poor,15.1460063783493
2016,6,Northern Ireland,4,Care of/rent free,1,Poor,12.9905160886658
2015,6,Northern Ireland,4,Care of/rent free,1,Poor,12.4368898194363
2014,6,Northern Ireland,4,Care of/rent free,1,Poor,13.6672003423968
2013,6,Northern Ireland,4,Care of/rent free,1,Poor,14.3581438295866
2012,6,Northern Ireland,4,Care of/rent free,1,Poor,14.4468327784615
2011,6,Northern Ireland,4,Care of/rent free,1,Poor,14.9773532507704
2010,6,Northern Ireland,4,Care of/rent free,1,Poor,15.0455103605889
2009,6,Northern Ireland,4,Care of/rent free,1,Poor,13.6310019653301
2008,6,Northern Ireland,4,Care of/rent free,1,Poor,12.9754226870435
2007,6,Northern Ireland,4,Care of/rent free,1,Poor,14.0847186208977
2006,6,Northern Ireland,4,Care of/rent free,1,Poor,14.5773632239988
2005,6,Northern Ireland,4,Care of/rent free,1,Poor,14.6110918602559
2004,6,Northern Ireland,4,Care of/rent free,1,Poor,15.1046149619833
2003,6,Northern Ireland,4,Care of/rent free,1,Poor,15.220026045879
2002,6,Northern Ireland,4,Care of/rent free,1,Poor,15.0146916810224
